SubstationID,LoadRelayCount,OvercurrentCount,FromDistanceRelayCount,ToDistanceRelayCount,TotalRelayCount,CountLoad,CountLine,CountBus,Longitude,Latitude,Name,ZoneName,AreaName,NomkVMax,GenMWMax,GenMW,GenMvar,LoadMW,LoadMvar,ShuntMW,ShuntMvar
453,1,1,1,1,4,1,2,1,-98.89,32.8,BRECKENRIDGE,Central Texas,North Central,161,0,,,26.98,7.64,,
454,2,1,1,2,6,2,3,1,-98.66,32.5,EASTLAND,Central Texas,North Central,161,0,,,27.59,7.82,,
455,1,2,2,0,5,1,2,1,-95.76,33.46,COOPER,Dallas,North Central,161,0,,,11.94,3.38,,
456,1,4,4,3,12,1,5,2,-97.08,31.48,WACO 1,Waco,North Central,500,0,,,105.04,29.76,,
457,1,2,2,0,5,1,3,1,-96.89,32.92,DALLAS 42,Dallas,North Central,161,0,,,86.38,24.47,0,275.72
458,1,2,2,0,5,1,2,1,-97.71,31.49,GATESVILLE 1,Waco,North Central,161,0,,,8.65,2.45,,
459,2,1,1,1,5,2,2,1,-96.38,33.32,ANNA,Dallas,North Central,161,0,,,45.38,12.86,,
460,1,2,2,1,6,1,3,1,-97.39,31.29,MOODY,Waco,North Central,161,0,,,15.53,4.4,,
461,2,4,4,0,10,2,6,1,-97.18,32.78,FORT WORTH 2,Fort Worth,North Central,161,0,,,87.45,24.78,,
462,1,1,1,0,3,1,2,1,-97.22,31.63,WACO 6,Waco,North Central,161,0,,,73.43,20.8,,
463,1,5,5,0,11,1,5,1,-97,32.73,GRAND PRAIRIE 1,Fort Worth,North Central,161,0,,,117.86,33.39,,
464,1,4,4,0,9,1,7,1,-96.56,32.94,ROWLETT 2,Dallas,North Central,161,0,,,90.75,25.71,,
465,1,2,2,1,6,1,3,1,-96.8,33.08,PLANO 6,Dallas,North Central,161,0,,,108.12,30.63,,
466,1,2,2,1,6,1,4,1,-97,32.87,IRVING 5,Fort Worth,North Central,161,0,,,83.41,23.63,,
467,1,1,1,1,4,1,3,1,-96.71,32.88,DALLAS 7,Dallas,North Central,161,0,,,91.45,25.91,,
468,3,1,1,1,6,3,2,1,-98.38,33.28,BRYSON 2,Jacksboro,North Central,161,0,,,4.11,1.17,,
469,1,0,0,2,3,1,3,1,-97.53,31.99,MORGAN,Glen Rose,North Central,161,0,,,5.33,1.51,,
470,1,0,0,5,6,1,5,1,-96.58,32.97,SACHSE,Dallas,North Central,161,0,,,60.98,17.28,,
471,1,0,0,4,5,1,4,1,-97.72,33.1,PARADISE,Jacksboro,North Central,161,0,,,15.98,4.53,,
472,2,2,2,0,6,2,3,1,-97.4,32.11,RIO VISTA,Glen Rose,North Central,161,0,,,15.58,4.41,,
473,1,2,2,0,5,1,2,1,-98.67,32.76,STRAWN,Jacksboro,North Central,161,0,,,3.71,1.05,,
474,1,1,1,0,3,1,2,1,-98.93,31.93,MAY,Central Texas,North Central,161,0,,,6.22,1.76,,
475,1,2,2,0,5,1,4,1,-96.86,32.6,DESOTO,Fort Worth,North Central,161,0,,,146.63,41.55,,
476,1,0,0,0,1,1,4,1,-96.62,32.77,MESQUITE 2,Dallas,North Central,161,0,,,168.19,47.66,,
477,2,1,1,1,5,2,2,1,-96.95,31.08,ROSEBUD,Waco,North Central,161,0,,,14.54,4.12,,
478,1,1,1,1,4,1,2,1,-97.06,33.21,DENTON 2,Fort Worth,North Central,161,0,,,59.35,16.81,,
479,1,3,3,0,7,1,4,1,-96.68,32.82,DALLAS 4,Dallas,North Central,161,0,,,199.65,56.57,0,216.43
480,1,2,2,0,5,1,2,1,-96.96,31.66,AXTELL,Corsicana,North Central,161,0,,,6.69,1.9,,
481,1,2,2,1,6,1,3,1,-97.6,31.08,NOLANVILLE,Waco,North Central,161,0,,,15.15,4.29,,
482,1,7,7,8,23,1,9,4,-97.11,33.2,DENTON 1,Fort Worth,North Central,500,128.1,127.74,65.2,55.53,15.73,,
483,1,3,3,0,7,1,3,1,-96.88,32.87,DALLAS 39,Dallas,North Central,161,0,,,125.67,35.61,,
484,0,2,2,1,5,0,2,2,-98.48,32.34,DUBLIN 1,Central Texas,North Central,161,60,45,-8.64,,,,
485,1,2,2,0,5,1,2,1,-96.91,32.04,MERTENS,Corsicana,North Central,161,0,,,1.06,0.3,,
486,1,0,0,0,1,1,2,1,-97.78,32.68,WEATHERFORD 1,Jacksboro,North Central,161,0,,,74.24,21.03,0,208.03
487,1,5,5,0,11,1,5,1,-96.73,33.06,PLANO 3,Dallas,North Central,161,0,,,136.36,38.63,,
488,2,0,0,1,3,2,2,1,-96.9,31.92,MALONE,Corsicana,North Central,161,0,,,4.32,1.22,,
489,1,5,5,1,12,1,6,1,-97.1,33.15,DENTON 3,Fort Worth,North Central,161,0,,,118.67,33.62,,
490,1,1,1,1,4,1,2,1,-98.32,32.9,GRAFORD,Jacksboro,North Central,161,0,,,7.3,2.07,,
491,1,3,3,1,8,1,4,1,-97.15,32.64,ARLINGTON 8,Fort Worth,North Central,161,0,,,91.38,25.89,,
492,1,1,1,1,4,1,3,1,-96.44,32.85,ROCKWALL 1,Dallas,North Central,161,0,,,83.96,23.79,,
493,2,5,5,2,14,2,6,2,-96.63,32.06,CORSICANA 2,Corsicana,North Central,500,0,,,88.36,25.04,,
494,1,2,2,2,7,1,4,1,-96.62,32.93,GARLAND 2,Dallas,North Central,161,0,,,178.22,50.5,,
495,1,1,1,1,4,1,2,1,-97.73,31.48,GATESVILLE 2,Waco,North Central,161,0,,,3.82,1.08,,
496,1,1,1,1,4,1,2,1,-96.9,32.96,CARROLLTON 3,Dallas,North Central,161,0,,,139.09,39.41,,
497,2,1,1,0,4,2,2,1,-97.44,32.78,FORT WORTH 26,Fort Worth,North Central,161,0,,,80.23,22.73,,
498,1,3,3,0,7,1,5,1,-97.46,33.09,RHOME,Fort Worth,North Central,161,0,,,25.72,7.29,,
499,1,2,2,3,8,1,5,1,-97.09,32.43,VENUS,Fort Worth,North Central,161,0,,,24.98,7.08,,
500,1,1,1,1,4,1,2,1,-98.93,33.25,OLNEY 2,Jacksboro,North Central,161,0,,,15.41,4.37,,
501,1,3,3,1,8,1,4,1,-96.87,33.05,CARROLLTON 1,Dallas,North Central,161,0,,,64.82,18.37,,
502,1,4,4,0,9,1,4,1,-96.79,32.8,DALLAS 20,Dallas,North Central,161,0,,,78.84,22.34,,
503,1,3,3,0,7,1,3,1,-98.33,32.59,GORDON,Jacksboro,North Central,161,0,,,3.38,0.96,,
504,1,4,4,0,9,1,4,1,-97.71,31.92,MERIDIAN,Glen Rose,North Central,161,0,,,7.58,2.15,0,62.12
505,2,2,2,1,7,2,2,2,-97.93,30.94,KILLEEN 4,Waco,North Central,500,0,,,134.77,38.19,,
506,1,3,3,1,8,1,4,1,-96.91,32.66,DUNCANVILLE 1,Fort Worth,North Central,161,0,,,59.01,16.72,,
507,1,1,1,2,5,1,3,1,-97.17,33.11,ARGYLE,Fort Worth,North Central,161,0,,,55.26,15.66,,
508,0,5,5,3,13,0,5,3,-98.37,33.21,BRYSON 1,Jacksboro,North Central,500,150,112.5,-21.6,,,,
509,1,2,2,1,6,1,3,1,-97.33,32.76,FORT WORTH 12,Fort Worth,North Central,161,0,,,24.33,6.89,,
510,1,0,0,2,3,1,2,1,-98.13,32.8,MINERAL WELLS,Jacksboro,North Central,161,0,,,66.35,18.8,,
511,1,0,0,0,1,1,2,1,-96.76,31.66,COOLIDGE,Corsicana,North Central,161,0,,,4.81,1.36,,
512,1,1,1,0,3,1,2,1,-96.48,32.23,RICE,Corsicana,North Central,161,0,,,8.64,2.45,,
513,1,1,1,3,6,1,4,1,-96.84,33,DALLAS 35,Dallas,North Central,161,0,,,147.01,41.65,,
514,0,7,7,7,21,0,7,5,-97.91,33.06,POOLVILLE,Jacksboro,North Central,500,746.01,567.13,129.21,,,,
515,1,1,1,1,4,1,2,1,-97.74,32.08,WALNUT SPRINGS,Glen Rose,North Central,161,0,,,3.59,1.02,,
516,1,2,2,1,6,1,3,1,-97.15,32.83,BEDFORD 2,Fort Worth,North Central,161,0,,,39.64,11.23,,
517,1,2,2,1,6,1,3,1,-96.81,31.85,HUBBARD,Corsicana,North Central,161,0,,,6.91,1.96,,
518,1,1,1,0,3,1,2,1,-96.68,32.44,FERRIS,Corsicana,North Central,161,0,,,33.89,9.6,,
519,1,2,2,0,5,1,2,1,-96.65,32.88,GARLAND 4,Dallas,North Central,161,0,,,92.1,26.09,,
520,1,2,2,1,6,1,4,1,-96.84,32.71,DALLAS 32,Dallas,North Central,161,0,,,102.1,28.93,,
521,1,1,1,1,4,1,2,1,-96.93,33.37,PILOT POINT,Dallas,North Central,161,0,,,19.98,5.66,,
522,1,2,2,2,7,1,4,1,-97.27,32.72,FORT WORTH 6,Fort Worth,North Central,161,0,,,66.58,18.86,,
523,1,3,3,0,7,1,5,1,-97.23,32.84,NORTH RICHLAND HILLS 2,Fort Worth,North Central,161,0,,,100.33,28.43,0,450.8
524,1,1,1,2,5,1,3,1,-97.34,33.1,JUSTIN,Fort Worth,North Central,161,0,,,39.29,11.13,,
525,1,2,2,0,5,1,2,1,-96.44,32.46,SCURRY,Corsicana,North Central,161,0,,,13.35,3.78,0,30.67
526,1,1,1,1,4,1,2,1,-97.21,33.37,SANGER,Fort Worth,North Central,161,0,,,40.49,11.47,,
527,1,2,2,0,5,1,2,1,-97.63,31.15,KILLEEN 1,Waco,North Central,161,0,,,91.29,25.87,,
528,2,2,2,1,7,2,3,1,-96.08,32.44,MABANK 1,Corsicana,North Central,161,0,,,33.14,9.39,,
529,1,1,1,1,4,1,2,1,-96.47,31.65,MEXIA,Corsicana,North Central,161,0,,,34.79,9.86,,
530,1,0,0,4,5,1,5,1,-96.9,33.01,CARROLLTON 2,Dallas,North Central,161,0,,,154.87,43.88,,
531,1,1,1,0,3,1,2,1,-96.39,33.06,NEVADA,Dallas,North Central,161,0,,,13.06,3.7,,
532,1,1,1,1,4,1,2,1,-98.78,31.69,ZEPHYR,Central Texas,North Central,161,0,,,5.49,1.56,,
533,1,3,3,0,7,1,3,1,-96.3,32.76,TERRELL 2,Dallas,North Central,161,0,,,70.88,20.08,,
534,1,0,0,2,3,1,6,1,-96.76,32.67,DALLAS 14,Dallas,North Central,161,0,,,81.2,23.01,,
535,1,3,3,1,8,1,4,1,-96.76,32.75,DALLAS 13,Dallas,North Central,161,0,,,43.94,12.45,,
536,1,1,1,2,5,1,3,1,-96.81,32.81,DALLAS 28,Dallas,North Central,161,0,,,66.37,18.81,,
537,1,1,1,1,4,1,3,1,-98.19,31.69,HAMILTON,Glen Rose,North Central,161,0,,,14.93,4.23,,
538,1,2,2,0,5,1,3,1,-97.13,32.69,ARLINGTON 7,Fort Worth,North Central,161,0,,,49.97,14.16,,
539,1,1,1,3,6,1,4,1,-97.09,32.86,EULESS 1,Fort Worth,North Central,161,0,,,98.77,27.99,,
540,1,2,2,1,6,1,3,1,-96.79,33.16,FRISCO 1,Dallas,North Central,161,0,,,142.66,40.42,,
541,1,1,1,1,4,1,3,1,-97.6,30.93,SALADO,Waco,North Central,161,0,,,20.37,5.77,,
542,0,3,3,6,12,0,5,3,-98.71,33.38,OLNEY 1,Jacksboro,North Central,500,225,168.75,-32.4,,,,
543,0,5,5,7,17,0,5,5,-98.47,31.38,GOLDTHWAITE 1,Glen Rose,North Central,500,150,112.5,-21.6,,,,
544,1,2,2,0,5,1,2,1,-97.39,32.7,FORT WORTH 22,Fort Worth,North Central,161,0,,,65.13,18.45,,
545,1,2,2,1,6,1,3,1,-97.07,32.93,GRAPEVINE,Fort Worth,North Central,161,0,,,138.96,39.37,,
546,1,0,0,3,4,1,3,1,-97.8,32.21,GLEN ROSE 2,Glen Rose,North Central,161,0,,,21.21,6.01,,
547,1,1,1,1,4,1,2,1,-97.58,32.12,KOPPERL,Glen Rose,North Central,161,0,,,3.26,0.92,,
548,1,3,3,0,7,1,3,1,-97.13,32.85,BEDFORD 1,Fort Worth,North Central,161,0,,,101.02,28.62,,
549,1,2,2,0,5,1,4,1,-97.52,32.79,FORT WORTH 29,Fort Worth,North Central,161,0,,,114.68,32.49,,
550,1,7,7,1,16,1,8,1,-96.69,32.77,DALLAS 5,Dallas,North Central,161,0,,,165.09,46.77,,
551,1,2,2,3,8,1,5,1,-97.01,32.78,GRAND PRAIRIE 2,Fort Worth,North Central,161,0,,,123.12,34.88,,
552,1,2,2,2,7,1,4,1,-96.79,32.9,DALLAS 22,Dallas,North Central,161,0,,,80.8,22.89,,
553,1,0,0,2,3,1,4,1,-97.06,33.03,FLOWER MOUND 1,Fort Worth,North Central,161,0,,,126.68,35.89,,
554,1,4,4,1,10,1,5,1,-97.23,33.01,ROANOKE,Fort Worth,North Central,161,0,,,82.94,23.5,,
555,1,1,1,1,4,1,2,1,-97.99,32.7,MILLSAP,Jacksboro,North Central,161,0,,,9.43,2.67,,
556,1,1,1,2,5,1,4,1,-96.84,32.24,FORRESTON,Corsicana,North Central,161,0,,,1.3,0.37,,
557,1,2,2,1,6,1,3,1,-96.85,32.18,ITALY,Corsicana,North Central,161,0,,,9.9,2.8,,
558,1,1,1,0,3,1,2,1,-96.45,32.74,FORNEY,Dallas,North Central,161,0,,,100.19,28.39,,
559,1,1,1,1,4,1,2,1,-96.45,33.01,LAVON,Dallas,North Central,161,0,,,9.21,2.61,,
560,0,5,5,4,14,0,4,4,-97.79,32.3,GLEN ROSE 1,Glen Rose,North Central,500,2430,2235.64,75.87,,,,
561,1,1,1,2,5,1,3,1,-98.55,32.3,DE LEON,Central Texas,North Central,161,0,,,12.13,3.44,0,85.86
562,1,3,3,0,7,1,6,1,-97.23,32.92,KELLER 1,Fort Worth,North Central,161,0,,,103.94,29.45,,
563,1,0,0,2,3,1,3,1,-96.96,32.58,CEDAR HILL,Fort Worth,North Central,161,0,,,136.12,38.57,,
564,3,1,1,1,6,3,3,1,-97.53,31.41,MC GREGOR,Waco,North Central,161,0,,,39.32,11.14,,
565,1,1,1,1,4,1,2,1,-95.79,33.32,COMMERCE,Dallas,North Central,161,0,,,32.23,9.13,,
566,1,0,0,0,1,1,3,1,-96.99,32.47,MIDLOTHIAN 2,Fort Worth,North Central,161,0,,,86.96,24.64,,
567,2,3,3,0,8,2,3,1,-97.24,31.82,WEST,Waco,North Central,161,0,,,22.41,6.35,,
568,1,2,2,1,6,1,3,1,-97.29,30.79,BARTLETT,Waco,North Central,161,0,,,10.01,2.83,,
569,2,0,0,2,4,2,3,1,-96.77,32.79,DALLAS 16,Dallas,North Central,161,0,,,18.83,5.33,,
570,1,2,2,0,5,1,2,1,-96.98,32.96,COPPELL,Fort Worth,North Central,161,0,,,116,32.87,,
571,1,3,3,0,7,1,3,1,-96.67,32.61,WILMER,Dallas,North Central,161,0,,,11.87,3.36,,
572,1,1,1,2,5,1,3,1,-96.66,31.87,DAWSON,Corsicana,North Central,161,0,,,4.75,1.35,,
573,1,0,0,0,1,1,2,1,-96.8,31.56,MART,Corsicana,North Central,161,0,,,10.54,2.99,,
574,1,0,0,1,2,1,3,1,-96.95,33.18,LITTLE ELM,Dallas,North Central,161,0,,,104.8,29.69,,
575,1,0,0,0,1,1,2,1,-97.25,31.08,TEMPLE 2,Waco,North Central,161,0,,,50.69,14.36,,
576,2,0,0,2,4,2,5,5,-97.32,31.06,TEMPLE 1,Waco,North Central,500,803.19,533.98,-59.44,94.63,26.81,,
577,1,0,0,1,2,1,2,1,-96.11,32.92,QUINLAN,Dallas,North Central,161,0,,,44.65,12.65,,
578,1,0,0,0,1,1,2,1,-97.86,33.32,CHICO,Jacksboro,North Central,161,0,,,10.15,2.88,,
579,3,0,0,0,3,3,3,1,-98.35,32.08,DUBLIN 2,Glen Rose,North Central,161,0,,,30.18,8.55,,
580,3,0,0,1,4,3,2,1,-97.04,32.59,ARLINGTON 2,Fort Worth,North Central,161,0,,,186.78,52.92,,
581,1,0,0,3,4,1,3,1,-95.95,33.42,WOLFE CITY,Dallas,North Central,161,0,,,13.61,3.86,,
582,1,0,0,2,3,1,6,1,-96.8,32.94,DALLAS 26,Dallas,North Central,161,0,,,69.76,19.77,0,248.96
583,1,0,0,1,2,1,3,1,-97.33,31.96,WHITNEY,Glen Rose,North Central,161,0,,,30.34,8.6,,
584,1,0,0,1,2,1,4,1,-97.43,32.91,FORT WORTH 25,Fort Worth,North Central,161,0,,,144.17,40.85,,
585,1,0,0,0,1,1,4,1,-97.48,32.85,FORT WORTH 27,Fort Worth,North Central,161,0,,,62.05,17.58,,
586,1,0,0,0,1,1,4,1,-97.54,32.43,JOSHUA,Glen Rose,North Central,161,0,,,62.97,17.84,,
587,1,0,0,1,2,1,3,1,-96.75,32.87,DALLAS 12,Dallas,North Central,161,0,,,111.16,31.49,,
588,1,0,0,4,5,1,7,9,-96.6,33.17,MCKINNEY 1,Dallas,North Central,500,1358.4,1351.44,603.95,102.32,28.99,,
589,1,0,0,3,4,1,7,2,-96.61,33.09,ALLEN 1,Dallas,North Central,500,0,,,189.42,53.67,,
590,1,0,0,1,2,1,4,1,-97.63,32.7,ALEDO 2,Fort Worth,North Central,161,0,,,40.81,11.56,,
591,1,0,0,0,1,1,3,1,-96.91,33.07,THE COLONY,Dallas,North Central,161,0,,,143.56,40.67,,
592,1,0,0,1,2,1,5,1,-96.55,32.8,SUNNYVALE,Dallas,North Central,161,0,,,15.35,4.35,,
593,1,0,0,3,4,1,3,1,-96.75,32.83,DALLAS 10,Dallas,North Central,161,0,,,98.85,28.01,,
594,1,0,0,2,3,1,5,1,-97.25,32.87,FORT WORTH 4,Fort Worth,North Central,161,0,,,69.99,19.83,,
595,1,0,0,2,3,1,3,1,-96.83,32.85,DALLAS 30,Dallas,North Central,161,0,,,40.96,11.61,,
596,1,0,0,0,1,1,2,1,-97.56,32.9,AZLE,Fort Worth,North Central,161,0,,,81.81,23.18,,
597,1,0,0,3,4,1,6,1,-96.7,32.64,HUTCHINS,Dallas,North Central,161,0,,,16.12,4.57,,
598,1,0,0,2,3,1,3,1,-97.51,31.66,VALLEY MILLS,Waco,North Central,161,0,,,11.99,3.4,,
599,1,0,0,1,2,1,2,1,-97.18,33.23,DENTON 6,Fort Worth,North Central,161,0,,,31.74,8.99,,
600,1,0,0,0,1,1,4,1,-96.63,32.82,MESQUITE 3,Dallas,North Central,161,0,,,176.19,49.92,0,495.09
601,0,0,0,0,0,0,6,5,-97.73,32.33,GRANBURY 1,Glen Rose,North Central,500,788.4,159.73,9.91,,,,
602,1,0,0,4,5,1,11,5,-96.94,32.72,DALLAS 2,Fort Worth,North Central,500,852.21,849.85,433.77,219.44,62.17,,
603,1,0,0,1,2,1,2,1,-96.89,31.75,MOUNT CALM,Corsicana,North Central,161,0,,,4.01,1.14,,
604,3,0,0,1,4,3,2,1,-97.01,31.35,RIESEL 2,Waco,North Central,161,0,,,13.64,3.86,,
605,1,0,0,1,2,1,2,1,-96.78,32.71,DALLAS 17,Dallas,North Central,161,0,,,148.25,42,,
606,1,0,0,4,5,1,5,1,-97.08,32.75,ARLINGTON 4,Fort Worth,North Central,161,0,,,64.78,18.35,,
607,1,0,0,1,2,1,3,1,-96.75,33.34,CELINA,Dallas,North Central,161,0,,,26.36,7.47,,
608,1,0,0,1,2,1,3,1,-97.35,32.88,FORT WORTH 16,Fort Worth,North Central,161,0,,,85.12,24.12,,
609,1,0,0,1,2,1,6,1,-96.81,32.52,RED OAK,Corsicana,North Central,161,0,,,108.12,30.63,,
610,1,0,0,1,2,1,3,1,-99.52,32.27,CLYDE,Central Texas,North Central,161,0,,,23.95,6.78,,
611,1,0,0,1,2,1,3,1,-96.94,32.89,IRVING 2,Fort Worth,North Central,161,0,,,166.71,47.23,,
612,1,0,0,0,1,1,6,1,-96.55,32.9,ROWLETT 1,Dallas,North Central,161,0,,,74.14,21.01,,
613,1,0,0,0,1,1,2,1,-98.19,33.22,JACKSBORO 2,Jacksboro,North Central,161,0,,,18.78,5.32,,
614,1,0,0,0,1,1,4,1,-97.63,32.56,GRANBURY 3,Glen Rose,North Central,161,0,,,80.26,22.74,,
615,1,0,0,4,5,1,5,1,-97.15,32.96,SOUTHLAKE,Fort Worth,North Central,161,0,,,80.01,22.67,0,207.76
616,3,0,0,1,4,3,3,1,-96.82,32.79,DALLAS 29,Dallas,North Central,161,0,,,33.94,9.62,,
617,1,0,0,0,1,1,9,3,-96.96,33.07,LEWISVILLE 1,Fort Worth,North Central,161,215.9,215.9,63.48,38.7,10.97,,
618,1,0,0,0,1,1,3,1,-96.86,32.89,DALLAS 36,Dallas,North Central,161,0,,,94.71,26.84,,
619,1,0,0,1,2,1,2,1,-97.13,32.02,HILLSBORO,Corsicana,North Central,161,0,,,33.12,9.38,,
620,1,0,0,0,1,1,5,1,-97.34,32.71,FORT WORTH 15,Fort Worth,North Central,161,0,,,91.3,25.87,0,259.5
621,1,0,0,0,1,1,2,1,-99.16,32.56,CISCO,Central Texas,North Central,161,0,,,18.68,5.29,,
622,1,0,0,1,2,1,2,1,-97.15,32.16,ITASCA,Corsicana,North Central,161,0,,,9.25,2.62,,
623,1,0,0,0,1,1,2,1,-96.78,32.62,LANCASTER 2,Dallas,North Central,161,0,,,60.83,17.23,,
624,1,0,0,2,3,1,10,2,-96.58,32.86,GARLAND 1,Dallas,North Central,500,0,,,174.28,49.38,,
625,1,0,0,4,5,1,4,1,-96.74,32.79,DALLAS 9,Dallas,North Central,161,0,,,41.84,11.85,,
626,1,0,0,2,3,1,5,1,-96.92,32.64,DUNCANVILLE 2,Fort Worth,North Central,161,0,,,56.58,16.03,,
627,1,0,0,2,3,1,3,1,-96.56,32.73,MESQUITE 1,Dallas,North Central,161,0,,,77.72,22.02,,
628,1,0,0,2,3,1,5,1,-97.04,32.3,MAYPEARL,Corsicana,North Central,161,0,,,5.65,1.6,,
629,1,0,0,1,2,1,3,1,-96.65,32.96,GARLAND 3,Dallas,North Central,161,0,,,122.43,34.69,,
630,1,0,0,2,3,1,6,1,-96.69,33.11,ALLEN 2,Dallas,North Central,161,0,,,91.04,25.79,,
631,0,0,0,1,1,0,5,3,-96.96,31.47,RIESEL 1,Waco,North Central,500,1008,1005.21,-38.58,,,,
632,1,0,0,1,2,1,3,9,-97.92,33.2,BRIDGEPORT,Jacksboro,North Central,500,1290.38,1286.8,-87.29,33.91,9.61,,
633,1,0,0,2,3,1,4,1,-97.06,33.08,LEWISVILLE 2,Fort Worth,North Central,161,0,,,105.99,30.03,,
634,1,0,0,1,2,1,2,1,-96.54,32.61,SEAGOVILLE,Dallas,North Central,161,0,,,69,19.55,,
635,1,0,0,1,2,1,3,1,-96.84,32.93,DALLAS 31,Dallas,North Central,161,0,,,39.8,11.28,,
636,2,0,0,1,3,2,2,1,-97.27,32.8,HALTOM CITY,Fort Worth,North Central,161,0,,,156.99,44.48,,
637,1,0,0,1,2,1,6,1,-96.62,32.72,BALCH SPRINGS,Dallas,North Central,161,0,,,69.09,19.58,,
638,1,0,0,2,3,1,3,1,-97.33,32.68,FORT WORTH 13,Fort Worth,North Central,161,0,,,62.09,17.59,,
639,1,0,0,1,2,1,5,1,-96.94,32.68,DALLAS 43,Fort Worth,North Central,161,0,,,47.85,13.56,,
640,1,0,0,2,3,1,3,1,-97.73,31.11,KILLEEN 2,Waco,North Central,161,0,,,57.62,16.33,,
641,1,0,0,0,1,1,2,1,-97.2,31.54,WACO 5,Waco,North Central,161,0,,,68.06,19.28,0,117
642,1,0,0,0,1,1,2,1,-97.29,32.86,FORT WORTH 9,Fort Worth,North Central,161,0,,,164.73,46.67,,
643,1,0,0,3,4,1,6,4,-96.68,32.32,ENNIS,Corsicana,North Central,500,418,127.03,212.76,79.8,22.61,,
644,1,0,0,5,6,1,11,2,-96.68,32.71,DALLAS 3,Dallas,North Central,500,0,,,240.97,68.28,,
645,1,0,0,1,2,1,5,1,-96.66,32.99,RICHARDSON 1,Dallas,North Central,161,0,,,63.55,18,0,159.87
646,1,0,0,0,1,1,3,1,-97.38,32.74,FORT WORTH 21,Fort Worth,North Central,161,0,,,77.75,22.03,,
647,1,0,0,2,3,1,6,2,-97.1,31.62,WACO 2,Waco,North Central,500,0,,,87.47,24.78,,
648,1,0,0,1,2,1,4,3,-97.23,30.94,ROGERS,Waco,North Central,161,0,,,7.49,2.12,,
649,1,0,0,1,2,1,2,1,-97.33,31.69,CHINA SPRING,Waco,North Central,161,0,,,14.92,4.23,,
650,0,0,0,3,3,0,7,6,-99.42,32.77,ALBANY 1,Central Texas,North Central,500,165.6,124.2,35.27,,,,
651,1,0,0,0,1,1,2,1,-96.63,33.25,MCKINNEY 2,Dallas,North Central,161,0,,,108.27,30.68,,
652,1,0,0,2,3,1,6,6,-97.7,32.4,GRANBURY 2,Glen Rose,North Central,500,357.6,340.31,182,65.97,18.69,,
653,1,0,0,1,2,1,3,1,-97.55,31.82,CLIFTON 2,Glen Rose,North Central,161,0,,,21.28,6.03,,
654,1,0,0,1,2,1,3,1,-96.36,33.17,FARMERSVILLE,Dallas,North Central,161,0,,,26.57,7.53,,
655,1,0,0,1,2,1,2,1,-97.19,32.69,ARLINGTON 10,Fort Worth,North Central,161,0,,,92.56,26.22,,
656,1,0,0,2,3,1,6,2,-97.75,31.01,KILLEEN 3,Waco,North Central,500,0,,,120.07,34.02,0,183.33
657,1,0,0,3,4,1,3,1,-96.53,33.01,WYLIE,Dallas,North Central,161,0,,,144.59,40.97,,
658,0,0,0,3,3,0,5,7,-98.31,32.66,PALO PINTO 1,Jacksboro,North Central,500,603.6,601.93,-67,,,,
659,1,0,0,2,3,1,4,1,-97.31,32.98,FORT WORTH 10,Fort Worth,North Central,161,0,,,14.67,4.16,,
660,1,0,0,1,2,1,3,1,-96.31,33.07,JOSEPHINE,Dallas,North Central,161,0,,,2.01,0.57,0,174.12
661,1,0,0,2,3,1,4,3,-96.96,33.02,LEWSIVILLE,Fort Worth,North Central,161,15.6,12.37,-1.38,182.95,51.83,0,504.05
662,3,0,0,0,3,3,4,1,-96.88,32.81,DALLAS 40,Dallas,North Central,161,0,,,52.93,15,,
663,1,0,0,4,5,1,5,1,-96.25,32.37,KEMP,Corsicana,North Central,161,0,,,43.86,12.43,,
664,1,0,0,1,2,1,4,1,-96.92,32.36,WAXAHACHIE 2,Corsicana,North Central,161,0,,,25.31,7.17,,
665,1,0,0,2,3,1,4,1,-97.18,32.82,HURST,Fort Worth,North Central,161,0,,,85.26,24.16,,
666,1,0,0,0,1,1,3,1,-97.36,32.82,FORT WORTH 18,Fort Worth,North Central,161,0,,,106.17,30.08,,
667,1,0,0,2,3,1,4,1,-97.79,32.75,WEATHERFORD 2,Jacksboro,North Central,161,0,,,60.59,17.17,,
668,1,0,0,0,1,1,2,1,-96.45,32.94,ROCKWALL 2,Dallas,North Central,161,0,,,84.43,23.92,,
669,2,0,0,1,3,2,2,1,-97.9,32.85,WEATHERFORD 3,Jacksboro,North Central,161,0,,,42.02,11.91,,
670,1,0,0,1,2,1,3,1,-97.22,32.75,FORT WORTH 3,Fort Worth,North Central,161,0,,,116.98,33.14,,
671,1,0,0,2,3,1,4,1,-97.44,33,NEWARK,Fort Worth,North Central,161,0,,,9.96,2.82,,
672,1,0,0,1,2,1,2,1,-98.17,32.6,SANTO,Jacksboro,North Central,161,0,,,4.5,1.27,,
673,1,0,0,2,3,1,4,1,-96.79,32.93,DALLAS 18,Dallas,North Central,161,0,,,72.89,20.65,,
674,1,0,0,2,3,1,2,1,-97.07,31.7,ELM MOTT,Waco,North Central,161,0,,,9.01,2.55,,
675,1,0,0,1,2,1,3,1,-97.35,32.78,FORT WORTH 17,Fort Worth,North Central,161,0,,,50.24,14.24,,
676,1,0,0,0,1,1,3,1,-96.78,32.37,WAXAHACHIE 1,Corsicana,North Central,161,0,,,113.9,32.27,,
